"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"10122","Peter D Stewart","96","0","Canada","CA","1596","17","0","10","0","0","42","5","4","165","0","17","601981"
"10123","Gabriele Rovere","96","0","Iberia","ES","1722","17","0","4","0","0","61","4","2","60","0","14","357899"
"10124","Felipe Valentin","96","0","Iberia","ES","3614","18","0","1","0","0","0","1","1","23","0","28","167811"
"10125","Ryan J Sharp","96","0","UK and I","GB","1581","18","0","2","0","0","15","4","2","24","0","22","330492"
"10126","Kathrin Döbner","96","0","DE-AT-CH","DE","1100","18","0","3","0","0","15","4","2","45","0","17","454784"
"10127","Douglas Welzel2","96","0","West","US","2002","18","0","3","0","0","17","3","2","6","0","15","530126"
"10128","Craig Benneyworth","96","0","UK and I","GB","1855","18","0","4","0","0","40","4","2","60","0","23","389480"
"10129","Martin Tanger","96","0","DE-AT-CH","DE","1152","18","0","7","0","0","48","5","2","120","0","16","517801"
"10130","Fernando Yagüe","96","0","Iberia","ES","1209","18","0","9","0","0","73","5","3","172","0","23","625068"
"10131","Stephen Philipson","96","0","Michigan","US","1528","19","0","3","0","0","8","6","3","55","0","24","331353"
"10132","Jonas Lindholm","96","0","Scandinavia","SE","1600","19","0","3","0","0","11","4","2","82","0","13","449598"
"10133","Matt Keller","96","0","California Club","US","1538","19","0","6","0","0","27","6","2","112","0","21","174074"
"10134","Daniel Westman","96","0","Finland","FI","2328","20","0","2","0","0","15","2","2","43","0","17","375659"
"10135","James Houghton2","96","0","Canada","CA","3937","20","0","2","0","0","20","2","2","23","0","13","494022"
"10136","Matthias Jopp","96","0","DE-AT-CH","AT","2544","20","0","2","0","0","23","2","1","43","0","19","348683"
"10137","Justin Beyer2","95","0","Midwest","US","1335","16","1","15","0","0","76","8","5","253","1","15","622037"
"10138","Jaakko Ikonen","95","0","Finland","FI","1756","18","2","12","2","0","61","4","1","34","0","13","606791"
"10139","Andrew White13","95","0","Ohio","US","680","15","4","18","0","0","80","8","3","237","0","22","524539"
"10140","Cameron Culverwell","95","0","Australia/NZ","AU","2229","11","1","5","0","0","58","3","1","24","0","19","452586"
"10141","Viktor Basista","95","0","Central-Eastern Europe","CZ","2012","15","1","5","0","0","36","3","1","15","0","8","273940"
"10142","Carlos Sanjuán","95","0","Iberia","ES","1822","19","0","7","0","0","68","4","2","109","0","22","427645"
"10143","Christopher Kramer","95","0","DE-AT-CH","DE","2166","20","0","5","0","0","39","3","1","57","0","15","324893"
"10144","Jose Luis López","95","0","Iberia","ES","1196","10","6","17","0","0","84","9","2","433","0","20","441299"
"10145","Akane Misaki","95","0","Japan","JP","1896","12","8","18","102","3","79","5","1","406","6","6","636206"
"10146","Yujia Chen","95","0","Carolina","US","1553","7","3","4","12","3","10","5","1","15","0","14","394366"
"10147","Thomas James3","95","0","UK and I","GB","868","6","3","4","2","1","42","7","2","87","0","15","410057"
"10148","Fede Barrera","95","0","Hispanoamérica","AR","1711","3","2","2","21","1","5","4","1","44","1","14","308405"
"10149","Kyle Reid2","95","0","Australia/NZ","AU","1888","1","1","1","49","1","1","4","1","49","1","1","497616"
"10150","Peder Grande","95","0","Scandinavia","NO","2115","5","1","2","18","1","13","4","1","44","0","3","414831"
"10151","Shunsuke Watanabe","95","0","Japan","JP","1576","15","1","3","41","1","11","5","3","48","3","1","615729"
"10152","Benjamin Lloyd","95","0","Atlantic","US","922","11","2","4","0","0","16","6","3","76","0","15","508192"
"10153","Sergio Antolin","95","0","Iberia","ES","2038","13","2","9","0","0","58","3","1","224","0","11","568729"
"10154","Robert Diaz Jr.","95","0","Florida","US","1810","4","1","1","0","0","0","4","1","5","0","16","270613"
"10155","Keith Powell2","95","0","Pennsylvania","US","1663","10","1","3","0","0","14","5","1","56","0","13","400890"
"10156","Brian D Long","95","0","West","US","1352","12","1","2","0","0","12","6","2","32","0","16","423717"
"10157","Ricardo Varão","95","0","Iberia","PT","1523","12","1","5","0","0","19","6","2","120","0","13","608985"
"10158","Christian Stöckl","95","0","DE-AT-CH","AT","2004","12","1","6","1","0","48","3","2","50","0","16","508902"
"10159","Kevin Eis","95","0","DE-AT-CH","DE","875","14","1","9","1","0","57","8","2","189","0","20","600414"
"10160","Eligio Laddomada","95","0","Italy","IT","1407","17","1","3","0","0","19","4","2","69","1","3","601451"
"10161","Charlie Vye","95","0","UK and I","GB","659","17","1","6","0","0","30","10","3","91","0","10","442226"
"10162","Pirmin Nußeck","95","0","DE-AT-CH","DE","1072","19","1","4","0","0","28","4","3","59","0","10","363573"
"10163","Steven Marley","95","0","UK and I","GB","1140","19","1","6","0","0","41","6","2","81","0","14","607273"
"10164","Andreas Dörfler","95","0","DE-AT-CH","DE","2023","6","0","1","0","0","6","3","1","5","0","13","168453"
"10165","Jerome Coquelet","95","0","France","FR","1934","8","0","1","0","0","0","4","1","20","0","30","371427"
"10166","Kevin Kleemann","95","0","DE-AT-CH","DE","2114","9","0","1","0","0","7","3","1","24","0","6","321495"
"10167","Max Dugal","95","0","New York","US","1252","11","0","6","0","0","18","8","3","121","0","13","528998"
"10168","Isaac Smith2","95","0","Indiana","US","2338","12","0","2","0","0","8","2","1","98","0","18","347767"
"10169","Ander Garaiar","95","0","Iberia","ES","2777","12","0","2","0","0","27","2","1","10","0","19","289311"
"10170","Gonzalo Ibanez","95","0","Hispanoamérica","AR","2529","13","0","1","0","0","0","3","1","23","0","26","468696"
"10171","Mark Bucklin","95","0","New England","US","1286","13","0","3","0","0","6","5","2","71","0","16","571517"
"10172","Josh Secor","95","0","Midwest","US","2287","13","0","2","0","0","8","3","1","46","0","16","307676"
"10173","Luke Burtenshaw","95","0","UK and I","GB","2095","13","0","2","0","0","14","3","1","8","0","19","431891"
"10174","Trenton Jump","95","0","Great Plains","US","1805","13","0","3","0","0","19","4","1","54","0","26","334559"
"10175","Marco Scopelliti","95","0","Italy","IT","1417","13","0","3","0","0","31","7","2","61","0","16","292147"
"10176","Robin Stevenson","95","0","UK and I","GB","1570","14","0","2","0","0","4","4","2","42","0","19","180997"
"10177","Pablo Carracedo","95","0","Iberia","ES","2362","14","0","3","0","0","7","2","1","60","0","20","417314"
"10178","Alex Wilbur","95","0","New England","US","1339","14","0","3","0","0","18","5","2","63","0","18","257244"
"10179","Ernesto Melendez III","95","0","California Club","US","1290","14","0","2","0","0","20","5","2","41","0","10","305369"
"10180","Benjamin Pence","95","0","California Club","US","1626","16","0","3","0","0","23","4","2","92","0","19","373256"
"10181","Wierd Dijkstra","95","0","Benelux","NL","1967","17","0","2","0","0","9","3","1","19","0","15","414733"
"10182","Joseph Blommel","95","0","Ohio","US","1779","17","0","3","0","0","18","3","2","46","0","18","462861"
"10183","Javier I Ortiz","95","0","Hispanoamérica","CL","1256","17","0","3","0","0","21","6","3","61","0","20","548813"
"10184","Daniel Magowan","95","0","UK and I","GB","1445","17","0","5","0","0","30","5","3","100","0","16","511374"
"10185","David A Guerra","95","0","Iberia","ES","1249","17","0","9","0","0","46","8","5","224","0","21","508736"
"10186","Bruno Vitorino","95","0","Brazil","BR","3214","18","0","1","0","0","6","1","1","23","0","29","282875"
"10187","Jensen Fong","95","0","Asia","HK","1534","18","0","4","0","0","46","3","2","44","0","21","149560"
"10188","Nathanial Mckarnin","95","0","West","US","350","19","0","9","0","0","29","9","5","116","0","18","391470"
"10189","Benoît Holzer","95","0","France","FR","1784","19","0","5","0","0","30","3","2","100","0","21","367884"
"10190","Alexander Ernst","95","0","DE-AT-CH","DE","3194","19","0","9","0","0","70","2","1","163","0","17","78665"
"10191","Johannes Heigl","95","0","DE-AT-CH","DE","2799","20","0","2","0","0","15","2","2","24","0","23","423153"
"10192","Jeff Sultze","95","0","Midwest","US","1268","20","0","11","0","0","37","7","3","105","0","23","280854"
"10193","Mathieu Denis","95","0","Canada","CA","1584","21","0","4","0","0","20","3","2","64","0","15","394185"
"10194","Muhammad Fawzul Aleem","95","0","Asia","LK","2091","21","0","3","0","0","26","3","3","43","0","17","405216"
"10195","Trey Ryan","95","0","New York","US","2522","22","0","2","0","0","13","2","2","38","0","28","157345"
"10196","Markus Huszar","95","0","DE-AT-CH","AT","1362","22","0","5","0","0","33","4","4","74","0","15","141633"
"10197","Jose Dueñas Moyano","95","0","Iberia","AD","3053","22","0","12","0","0","63","1","1","208","0","18","386625"
"10198","Martin Mrkva","95","0","Hispanoamérica","AR","1928","24","0","4","0","0","26","3","4","73","0","23","227943"
"10199","Hamzalija Meco","94","0","Scandinavia","DK","1219","12","2","28","3","0","208","8","2","481","0","14","611629"
"10200","Timo Schuurman","94","0","Benelux","NL","2166","14","2","8","0","0","57","3","1","29","0","18","411887"
"10201","Angel M Zarate Villazon2","94","0","Mexico","MX","1165","11","1","8","1","0","43","6","2","166","0","12","525490"
"10202","Joey Müller","94","0","DE-AT-CH","DE","1778","16","1","14","0","0","113","3","1","187","0","12","523027"
"10203","Kai Lange","94","0","DE-AT-CH","DE","2000","6","3","4","10","2","24","5","1","18","2","9","622080"
"10204","Ángel Mesa Bonilla","94","0","Iberia","ES","1657","14","5","12","10","1","39","4","1","193","0","12","361619"
"10205","João M Gomes","94","0","Iberia","PT","1308","15","2","6","21","1","42","4","2","80","0","11","422412"
"10206","Kieran McEwan","94","0","UK and I","GB","1755","9","1","3","14","1","19","4","1","66","0","9","421045"
"10207","Joseph Daley2","94","0","Australia/NZ","AU","1501","14","1","2","2","1","11","4","1","27","0","7","244578"
"10208","Rodrigo Cuevas","94","0","Iberia","ES","1090","18","1","4","6","1","28","5","4","51","0","9","418961"
"10209","Alexander Kramer","94","0","DE-AT-CH","DE","1875","9","3","5","0","0","11","4","1","77","0","9","323350"
"10210","Laurenz Muentzee","94","0","DE-AT-CH","DE","1809","9","3","4","0","0","21","5","1","64","0","6","601564"
"10211","Marc Heyder","94","0","DE-AT-CH","DE","987","11","3","9","0","0","58","8","2","177","0","8","499117"
"10212","Ioannis Vogiatzidis","94","0","International Club","GR","982","4","2","2","0","0","8","8","2","42","0","8","582613"
"10213","Chris Spicher","94","0","Northwest","US","1304","11","2","5","15","0","24","7","2","131","0","10","552636"
"10214","Jens Meyer","94","0","DE-AT-CH","DE","1634","15","2","4","0","0","14","3","1","10","0","4","378959"
"10215","Richard Andersson","94","0","Scandinavia","SE","1577","2","1","1","1","0","1","4","1","22","0","6","568605"
"10216","Will Kelley","94","0","West","US","1675","3","1","1","0","0","5","4","1","5","0","20","354820"
"10217","Angel Gabriel Cantonati","94","0","Hispanoamérica","AR","908","7","1","3","0","0","13","8","2","118","0","9","120116"
"10218","Manuel Perez Santos","94","0","UK and I","GB","2051","8","1","2","7","0","7","4","1","40","1","12","374398"
"10219","Kenny Teal","94","0","Texas","US","1440","10","1","6","1","0","14","6","2","144","1","11","302538"
"10220","Jailson Silva","94","0","Brazil","BR","2076","11","1","2","0","0","12","3","1","82","0","5","147811"
"10221","Roman Hanssens","94","0","Central-Eastern Europe","RO","977","12","1","3","0","0","31","7","3","64","0","10","517202"
"10222","Raphael Stieger","94","0","DE-AT-CH","DE","1265","14","1","5","0","0","51","6","2","87","0","19","173341"
"10223","Trey Cook","94","0","Georgia","US","1062","19","1","7","0","0","30","6","3","85","0","17","86047"
"10224","Jonathan Drake","94","0","UK and I","GB","1966","6","0","1","0","0","0","3","1","22","0","14","445727"
"10225","Kai Ardley","94","0","Australia/NZ","AU","2451","6","0","1","0","0","6","3","1","5","0","21","295264"
"10226","Thomas Patrick","94","0","UK and I","GB","1841","8","0","1","0","0","14","3","1","23","0","11","585639"
"10227","Austin Kinney","94","0","Florida","US","2252","10","0","1","0","0","2","3","1","20","0","11","270986"
"10228","Nico Ruzicka","94","0","DE-AT-CH","AT","2223","11","0","1","0","0","13","2","1","22","0","23","359717"
"10229","Lasse Nielsen3","94","0","Scandinavia","DK","2371","12","0","2","0","0","0","3","1","10","0","21","360977"
"10230","David Blane","94","0","Canada","CA","2537","12","0","1","0","0","3","2","1","23","0","15","145342"
"10231","Matias Piris","94","0","Hispanoamérica","AR","1524","13","0","2","0","0","11","4","2","45","0","22","365917"
"10232","Daniel Kramski","94","0","DE-AT-CH","DE","3196","13","0","1","0","0","13","2","1","25","0","10","432233"
"10233","Vicente Sepulveda","94","0","Hispanoamérica","CL","2209","13","0","3","0","0","22","3","1","52","0","18","437361"
"10234","Adrian Paluch","94","0","Canada","CA","2937","13","0","3","0","0","23","2","1","67","0","21","374083"
"10235","David Young13","94","0","Florida","US","1113","13","0","3","0","0","23","7","3","64","0","16","424958"
"10236","Mario Esquiva Perales","94","0","Iberia","ES","1380","13","0","2","1","0","25","4","2","28","0","10","262654"
"10237","Scott Garner","94","0","Northwest","US","1031","14","0","4","0","0","5","7","3","87","0","19","42186"
"10238","Jonas Dreyer","94","0","DE-AT-CH","DE","2572","14","0","1","0","0","9","2","1","49","0","23","420274"
"10239","Andrew Hills","94","0","Australia/NZ","AU","1603","14","0","2","0","0","23","4","2","32","0","21","537178"
"10240","Brandon J Powell","94","0","International Club","US","3556","15","0","2","0","0","23","2","1","49","0","23","287456"
"10241","Fraser G Steel","94","0","UK and I","GB","2001","15","0","3","0","0","28","4","1","51","0","17","378707"
"10242","Diego Rodriguez4","94","0","Iberia","ES","1530","15","0","3","0","0","35","5","2","68","0","21","343644"
"10243","Timothy Russell2","94","0","Australia/NZ","AU","2911","15","0","3","0","0","37","2","1","53","0","21","346095"
"10244","Sebastian Ittner","94","0","Central-Eastern Europe","PL","1802","16","0","2","0","0","5","4","2","77","0","22","363434"
"10245","Andrew Mason2","94","0","Canada","CA","1746","16","0","2","0","0","22","3","2","29","0","6","147402"
"10246","Dirk DenBaas Jr.","94","0","Michigan","US","1909","17","0","2","0","0","9","3","2","29","0","20","122340"
"10247","William Blakey","94","0","Atlantic","US","1080","17","0","7","0","0","27","8","4","111","0","20","339631"
"10248","Mateusz Drozda","94","0","UK and I","GB","3061","17","0","4","0","0","38","2","1","15","0","10","379452"
"10249","Joshua Springett","94","0","UK and I","GB","1291","17","0","5","0","0","42","5","3","80","0","19","434984"
"10250","Francisco Vasquez","94","0","Northwest","US","1316","18","0","5","0","0","31","7","3","58","0","19","580233"
"10251","Nickoy Duncan","94","0","New York","US","2078","19","0","2","0","0","14","4","2","49","0","25","615814"
"10252","Patryk Holysz","94","0","Central-Eastern Europe","PL","2021","19","0","2","0","0","16","3","2","34","0","14","459342"
"10253","Mark Kedrowski","94","0","Midwest","US","1922","19","0","3","0","0","29","3","3","50","0","14","23601"
"10254","Rene Ritter","94","0","DE-AT-CH","DE","1952","19","0","7","0","0","63","4","3","57","0","21","578020"
"10255","Wisse Aarts","94","0","Benelux","NL","2439","20","0","2","0","0","13","3","2","49","0","26","387617"
"10256","Julio Cesar Compagnoni2","94","0","Hispanoamérica","AR","1790","20","0","3","0","0","16","3","3","37","0","19","351390"
"10257","Timothy Cox4","94","0","UK and I","GB","1089","20","0","4","27","0","30","6","4","63","1","12","570620"
"10258","Tony Watson","94","0","Florida","US","1827","21","0","3","0","0","21","3","2","27","0","20","314704"
"10259","Jonathan Rennie","94","0","DE-AT-CH","CH","1079","21","0","7","0","0","38","5","4","98","0","21","600013"
"10260","Agustin Petralia","94","0","Hispanoamérica","AR","1814","21","0","5","0","0","75","2","3","81","0","15","281174"
"10261","Declan Eady","94","0","Canada","CA","2809","22","0","3","0","0","34","2","1","56","0","17","324105"
"10262","Thomas Pinto","94","0","France","FR","3162","24","0","3","0","0","21","2","3","43","0","26","550166"
"10263","Tiago Basso","94","0","Brazil","BR","1825","24","0","5","0","0","37","3","2","83","0","13","338818"
"10264","Michael Fiedor","93","0","Australia/NZ","AU","1312","12","1","10","0","0","25","6","2","175","0","19","508382"
"10265","Blazej Schmidt2","93","0","UK and I","GB","1684","10","2","7","1","0","27","4","1","189","0","14","507624"
"10266","Tamás Sipos","93","0","Central-Eastern Europe","HU","2905","17","0","7","0","0","49","2","1","30","0","18","296510"
"10267","Tiago R da Costa","93","0","France","FR","1661","2","3","3","35","2","9","8","1","69","2","1","561653"
"10268","Largim Ali","93","0","Scandinavia","DK","1561","5","1","2","4","1","22","5","1","10","0","23","434442"
"10269","Jumpei Iga","93","0","Japan","JP","1965","13","3","15","16","0","66","3","1","276","0","9","527572"
"10270","Sam Dolan","93","0","Australia/NZ","AU","1708","7","2","3","0","0","21","4","1","57","0","9","268762"
"10271","Jorge Sanchez6","93","0","Iberia","ES","1527","2","1","1","0","0","0","4","1","20","0","3","593886"
"10272","Michael Fabregat","93","0","Florida","US","1666","2","1","1","0","0","1","3","1","20","0","4","64790"
"10273","Nicholas Michel","93","0","Canada","CA","1601","5","1","1","1","0","3","3","1","20","0","2","386553"
"10274","Victor Weirauch Villadsen","93","0","Scandinavia","DK","1675","5","1","2","0","0","5","4","1","10","1","8","602831"
"10275","Marcus Walter2","93","0","DE-AT-CH","DE","1797","7","1","3","0","0","15","4","1","15","0","21","518637"
"10276","Victor Pina","93","0","Iberia","ES","1802","10","1","4","0","0","27","5","1","68","0","10","580619"
"10277","Curt Barnett","93","0","Texas","US","1548","11","1","2","0","0","9","6","2","46","0","16","493307"
"10278","Glen Dodd2","93","0","Australia/NZ","NZ","759","11","1","4","0","0","28","8","3","141","0","22","368350"
"10279","Benjamin Lefevre","93","0","France","FR","1215","14","1","3","0","0","18","5","2","56","0","19","552307"
"10280","Jake Preece","93","0","UK and I","GB","1659","15","1","2","0","0","18","4","2","22","0","14","460451"
"10281","James Ayre","93","0","UK and I","GB","1908","15","1","4","0","0","20","5","1","167","0","18","32405"
"10282","Max Jansen","93","0","Benelux","NL","1195","15","1","5","0","0","35","5","2","80","0","19","459516"
"10283","Pedro Oliveira12","93","0","Brazil","BR","1378","17","1","8","0","0","42","5","3","171","0","12","529690"
"10284","Zachary Chapman2","93","0","Pennsylvania","US","663","17","1","14","1","0","106","6","4","170","0","13","539541"
"10285","Juanma Ruiz Rodríguez","93","0","Iberia","ES","1909","6","0","1","0","0","2","3","1","27","0","13","574217"
"10286","Damon Duckworth","93","0","Michigan","US","2097","7","0","1","0","0","11","3","1","49","0","21","351015"
"10287","Kristian Torp Madsen","93","0","Scandinavia","DK","1967","8","0","1","0","0","0","3","1","5","0","4","381321"
"10288","Benjamin Bub","93","0","DE-AT-CH","DE","2047","8","0","2","0","0","12","3","1","10","0","14","440640"
"10289","Kentaro Yamaguchi","93","0","Japan","JP","2968","10","0","1","0","0","2","2","1","25","0","11","162766"
"10290","Kevin Degli-esposti","93","0","Central-Eastern Europe","PL","2178","10","0","1","0","0","7","4","1","19","0","8","599666"
"10291","Richard Galuszka","93","0","UK and I","GB","2601","12","0","1","0","0","12","2","1","24","0","22","327888"
"10292","Cameron Stubber","93","0","Australia/NZ","AU","3008","13","0","1","0","0","4","2","1","19","0","19","194946"
"10293","Robert Hermans","93","0","Benelux","NL","1358","13","0","2","0","0","8","5","2","44","0","18","550835"
"10294","Owen R. Young","93","0","UK and I","GB","1651","14","0","2","0","0","18","6","2","39","0","18","594354"
"10295","Stephan Janostin","93","0","Canada","CA","1219","14","0","4","0","0","19","7","3","79","0","18","504421"
"10296","Kevin Mastrogiacomo","93","0","California Club","US","1250","14","0","5","0","0","19","5","2","93","0","12","510306"
"10297","Bruno Rosendo","93","0","Iberia","PT","3007","15","0","1","0","0","7","2","1","5","0","24","374670"
"10298","Trevor Magnani","93","0","New York","US","1208","15","0","5","0","0","13","6","3","78","0","14","590067"
"10299","Tom Mcgee","93","0","Illinois","US","978","15","0","4","0","0","16","5","2","65","0","14","526521"
"10300","Alessandro Pettenuzzo","93","0","Italy","IT","1930","15","0","3","0","0","39","4","2","55","0","10","408149"
"10301","David Polo Cabo","93","0","Iberia","US","1436","16","0","3","0","0","13","4","2","62","0","13","301572"
"10302","Augustin Long","93","0","France","FR","1845","16","0","3","0","0","23","3","2","51","0","13","611409"
"10303","Abdullah Almalki2","93","0","Asia","SA","1481","16","0","3","0","0","27","4","2","64","0","18","541155"
"10304","Paul Vanderwoude","93","0","Australia/NZ","AU","1145","16","0","5","0","0","33","8","4","83","0","24","563221"
"10305","Seb Schou","93","0","Scandinavia","DK","1449","16","0","3","0","0","35","4","2","70","0","22","580108"
"10306","Philipp Borchardt","93","0","DE-AT-CH","DE","2763","17","0","1","0","0","7","2","1","23","0","28","183603"
"10307","Nathan Row","93","0","Australia/NZ","SG","1913","17","0","2","0","0","9","3","2","42","0","23","242705"
"10308","Ale Santos2","93","0","Brazil","BR","1789","17","0","2","0","0","13","3","2","30","0","18","327815"
"10309","Jake Clarkson","93","0","Carolina","US","1882","17","0","2","0","0","14","4","2","44","0","17","281625"
"10310","Luir Miranda","93","0","Brazil","BR","3069","17","0","1","0","0","15","2","1","20","0","14","499253"
"10311","Rik van Aerle","93","0","Benelux","NL","2209","17","0","2","3","0","40","4","2","20","0","15","527752"
"10312","Xander Riga","93","0","Canada","CA","1950","18","0","2","0","0","5","3","1","20","0","21","499343"
"10313","Manfred Täuber","93","0","DE-AT-CH","DE","3871","18","0","2","0","0","8","1","1","46","0","17","155637"
"10314","Wei Quan Cho","93","0","Asia","SG","1101","18","0","6","0","0","38","6","3","115","0","15","334579"
"10315","Colin Ziemer","93","0","New Jersey","US","579","18","0","7","0","0","76","8","5","124","0","22","513572"
"10316","Alf Bennett","93","0","UK and I","GB","2306","19","0","2","0","0","6","3","2","76","0","26","78269"
"10317","Emilio Amunt","93","0","Iberia","ES","2238","19","0","2","0","0","6","3","2","46","0","27","421042"
"10318","Wesley Jas","93","0","Benelux","NL","2231","19","0","3","0","0","11","3","2","77","0","27","574597"
"10319","Tamas Majorosi3","93","0","Central-Eastern Europe","HU","1704","19","0","3","0","0","35","4","3","54","0","9","368990"
"10320","Tim Kohmann","93","0","Ohio","US","1768","20","0","3","0","0","25","3","1","31","0","17","224687"
"10321","Niklas Franz","93","0","DE-AT-CH","DE","1784","20","0","4","1","0","35","3","2","34","0","20","127956"
"10322","Denis Cleon","93","0","Brazil","BR","2874","21","0","2","7","0","6","2","1","31","1","14","238759"
"10323","Thor Gunnar Hagen","93","0","Scandinavia","NO","2213","21","0","3","0","0","12","3","2","56","0","24","456716"
"10324","Adam Barrass","92","0","UK and I","GB","1563","18","3","10","20","2","67","4","3","104","0","18","313363"
"10325","Anthony Creasey","92","0","West","US","1597","9","2","7","0","0","10","4","1","140","0","13","294028"
"10326","Jan Rinklin","92","0","DE-AT-CH","DE","1215","15","2","8","0","0","50","7","2","116","0","16","482035"
"10327","Anthony Capone Christopher","92","0","UK and I","GB","1795","9","1","5","0","0","20","4","1","111","0","14","264222"
"10328","Alan Bessim","92","0","UK and I","GB","1820","12","1","5","0","0","24","3","1","93","0","8","439935"
"10329","Asier García2","92","0","Iberia","ES","1733","13","1","7","0","0","25","4","1","248","0","17","396777"
"10330","Jeremiah W Kellam","92","0","Texas","US","1788","14","1","6","3","0","42","3","1","112","1","10","509457"
"10331","Lorenzo Malave","92","0","California Club","US","1134","15","1","7","4","0","42","8","2","141","0","10","527510"
"10332","Mitchel Osseforth2","92","0","Benelux","NL","2277","17","1","5","0","0","26","2","1","124","0","16","443601"
"10333","Andy Willetts","92","0","UK and I","GB","1178","15","0","11","0","0","94","6","2","185","0","21","553960"
"10334","Mario Rodriguez6","92","0","Iberia","ES","2512","16","0","6","0","0","46","3","1","111","0","21","520354"
"10335","james PARFITT","92","0","UK and I","GB","1106","17","0","11","0","0","79","5","2","218","0","20","590184"
"10336","Tom De Bock","92","0","Benelux","BE","1557","12","7","14","69","2","77","4","1","269","4","8","554950"
"10337","Floris van den Biggelaar","92","0","Benelux","NL","1578","13","3","7","18","2","41","4","1","131","0","16","395202"
"10338","Alan  Ng","92","0","New Jersey","US","1274","13","1","4","22","1","24","7","2","82","1","10","511501"
"10339","Benjamin Redmer","92","0","DE-AT-CH","DE","1645","6","2","4","1","0","35","4","1","68","0","7","633769"
"10340","Tobias Kallmes","92","0","DE-AT-CH","DE","1665","10","2","6","0","0","22","4","1","129","0","15","79082"
"10341","Demi Kévin","92","0","France","FR","1172","12","2","9","0","0","80","7","2","263","0","11","495951"
"10342","Jamie Jakins","92","0","UK and I","GB","1616","3","1","1","3","0","0","4","1","20","1","1","466098"
"10343","R Hank Steinmiller","92","0","Ohio","US","1714","3","1","1","0","0","4","4","1","20","0","7","179726"
"10344","Darrin Kriebel","92","0","Pennsylvania","US","1882","5","1","1","0","0","2","3","1","19","0","10","46415"
"10345","Brandon Six","92","0","Pennsylvania","US","1605","5","1","2","1","0","6","4","1","54","0","12","29779"
"10346","Zak Luzius","92","0","Ohio","US","1727","8","1","2","0","0","8","4","1","54","0","17","112110"
"10347","Kevin J O'Brien","92","0","Australia/NZ","AU","1392","10","1","2","0","0","14","7","2","27","0","19","94531"
"10348","Jarrett Howard","92","0","New England","US","1595","14","1","3","0","0","11","3","1","66","0","19","312952"
"10349","Alexandre Teixeira","92","0","France","FR","1811","14","1","2","0","0","11","4","1","24","0","14","526836"
"10350","Isa Al Khalifa","92","0","UK and I","GB","1627","15","1","2","0","0","6","3","2","26","0","6","361968"
"10351","Angelo Montalbano","92","0","DE-AT-CH","DE","1911","15","1","6","0","0","39","3","1","22","0","18","437693"
"10352","John Diekmann","92","0","Florida","US","1306","16","1","4","0","0","31","5","2","82","0","20","187441"
"10353","Mateusz Hady","92","0","Central-Eastern Europe","PL","857","16","1","5","0","0","31","5","2","81","0","23","553944"
"10354","Jose A. Segura","92","0","Iberia","ES","846","16","1","6","0","0","65","8","3","98","0","16","583931"
"10355","Louis Opel","92","0","DE-AT-CH","DE","726","17","1","5","0","0","26","9","2","61","0","9","479267"
"10356","Roberto Chapado","92","0","Iberia","ES","1686","18","1","9","0","0","58","3","1","124","0","17","621443"
"10357","Hákon Jökulsson","92","0","Scandinavia","IS","2003","20","1","3","0","0","25","4","2","19","0","22","468045"
"10358","Oliver Burridge","92","0","UK and I","GB","1593","20","1","5","0","0","44","3","3","54","0","23","541853"
"10359","Cristian Gregorio","92","0","Brazil","BR","1913","6","0","1","0","0","0","3","1","22","0","6","259125"
"10360","Paul Weller2","92","0","UK and I","GB","1841","7","0","1","0","0","0","4","1","20","0","11","583146"
"10361","Bob Blonk","92","0","Benelux","NL","2201","9","0","1","0","0","4","3","1","27","0","16","313301"
"10362","Zach Lambert","92","0","Indiana","US","2058","10","0","7","0","0","25","3","1","161","0","22","205903"
"10363","Rafael De Sousa","92","0","France","FR","2039","10","0","5","0","0","41","3","1","85","0","10","639041"
"10364","Christopher Heitz","92","0","New England","US","798","12","0","3","0","0","10","7","3","87","0","16","498328"
"10365","Kelly Peebles","92","0","Texas","US","870","12","0","3","0","0","12","8","3","68","0","18","454985"
"10366","Robert Laurencelle III","92","0","New Jersey","US","1026","12","0","3","0","0","30","9","3","52","0","14","429726"
"10367","Thomas Marmann","92","0","DE-AT-CH","DE","1889","13","0","6","0","0","52","4","1","25","0","22","282472"
"10368","Alexander Crosby","92","0","UK and I","GB","2469","14","0","2","0","0","5","2","1","10","0","23","449385"
"10369","Cristian Facheris","92","0","Italy","IT","2036","14","0","3","0","0","11","3","1","14","0","10","380042"
"10370","Marcel Breytenbach","92","0","Africa/South Africa","ZA","1895","14","0","8","0","0","64","4","1","30","0","22","501774"
"10371","András Ács-Szabó","92","0","Central-Eastern Europe","AE","1907","15","0","3","0","0","9","3","1","13","0","21","208174"
"10372","Christopher Craig2","92","0","West","US","1670","15","0","2","0","0","15","4","2","32","0","12","378759"
"10373","Craig D Bennett","92","0","UK and I","GB","926","15","0","4","0","0","22","7","3","104","0","17","430402"
"10374","Bruno Qi","92","0","Asia","CN","865","15","0","6","0","0","65","9","3","74","0","16","523704"
"10375","Matthew Bolton2","92","0","UK and I","GB","2642","16","0","1","0","0","1","2","1","50","0","26","418936"
